outGlobalCount,outPhase,outBreathWfm,outHeartWfm,outHeartRate_FFT,outBreathRate_FFT,outBreathRate_Peak,outHeartRate_Peak,outConfidenceMetricHeart,outConfidenceMetricBreath,outEnergyBreath,outEnergyHeart
3204448256,0.044239603,0.1187935,108.984375,116.015625,36.363636,3.3232675,29.296875,0.4023092,0.0,118.985275,0.0
3741319168,0.035680197,0.4011445,108.984375,118.359375,35.294117,4.02647,29.296875,0.43142942,0.0008484341,193.49446,0.0
2130706432,0.033486106,0.47472367,108.984375,119.53125,34.285717,4.0009365,29.296875,0.4673762,0.0006801738,296.501,0.0
889192448,0.03870786,0.29026544,108.984375,120.703125,33.333336,3.9499764,29.296875,0.49828887,0.00055515964,323.80298,0.0
3909091328,0.04602375,0.003701508,108.984375,121.875,31.578949,4.7663317,29.296875,0.52564,0.0005679052,307.6197,0.0
2130706432,0.054111734,-0.25783688,108.984375,123.046875,30.76923,5.776541,29.296875,0.5584138,0.00064911693,325.4786,0.0
1660944384,0.06211375,-0.40286672,108.984375,123.046875,30.0,7.060108,29.296875,0.5991437,0.0007542154,390.35547,0.0
1929379840,0.06821499,-0.39180064,108.984375,123.046875,29.268293,6.8109417,29.296875,0.63605183,0.00086002995,447.59158,0.0
3003121664,0.074268,-0.27260473,79.6875,124.21875,28.57143,8.4451,29.296875,0.6558752,0.00095782144,462.36868,0.0
2231369728,0.08231143,-0.104109004,79.6875,124.21875,27.906975,8.0223255,29.296875,0.6594205,0.001056745,444.6696,0.0
1627389952,0.09096332,0.045114115,79.6875,124.21875,27.272726,7.9147606,29.296875,0.6568186,0.0011654875,423.4537,0.0
1325400064,0.09819263,0.08259101,79.6875,124.21875,26.666666,8.118044,29.296875,0.65075004,0.0012780735,405.69168,0.0
2231369728,0.10397801,0.009115279,79.6875,124.21875,26.086958,9.077059,28.125,0.639309,0.0013824707,385.44864,0.0
2868903936,0.10883275,-0.046889767,79.6875,124.21875,25.531916,10.324643,28.125,0.627016,0.00147228,367.2755,0.0
3271557120,0.114035726,0.012154877,80.859375,124.21875,25.0,12.386134,28.125,0.6169278,0.0015518892,348.9856,0.0
3103784960,0.12488446,0.16823696,80.859375,124.21875,24.489796,16.83465,26.953125,0.60548675,0.0016497315,345.68814,0.0
3338665984,0.14539656,0.3446206,80.859375,124.21875,24.0,29.29194,25.78125,0.5900023,0.0018140182,387.7854,0.0
2030043136,0.17178684,0.39997762,80.859375,124.21875,23.529411,99.26143,24.609375,0.57604444,0.002071263,448.38718,0.0
2231369728,0.19732213,0.18131906,82.03125,124.21875,23.076923,-45.778645,24.609375,0.5686558,0.0023976127,442.40613,0.0
989855744,0.21283,-0.27409017,83.203125,124.21875,22.641508,-18.943998,23.4375,0.5558649,0.0027164633,457.8485,0.0
1157627904,0.21146172,-0.6987978,84.375,124.21875,22.222221,-14.415058,22.265625,0.5259965,0.002926192,679.1153,0.0
2264924160,0.1979543,-0.75956285,85.546875,124.21875,21.818182,-12.691131,21.09375,0.48604217,0.0029671737,933.6273,0.0
1761607680,0.17827576,-0.31695363,85.546875,124.21875,21.818182,-9.646456,19.921875,0.4498422,0.0028478964,937.1758,0.0
1996488704,0.15189552,0.3235921,85.546875,124.21875,21.428572,-9.165012,19.921875,0.41391775,0.0027459615,942.67285,0.0
1392508928,0.11794424,0.6354529,86.71875,124.21875,21.052631,-8.877602,18.75,0.3683714,0.002520713,1097.4395,0.0
1828716544,0.07868171,0.4789555,86.71875,124.21875,20.689653,-8.691301,17.578125,0.32672784,0.0021893287,1157.2666,0.0
486539264,0.03759396,0.21528794,86.71875,124.21875,20.689653,-8.58577,17.578125,0.29892027,0.0018813894,1122.5778,0.0
1358954496,-0.007278919,0.14748727,86.71875,124.21875,20.689653,-8.61314,16.40625,0.2805511,0.0020132754,1077.3251,0.0
553648128,-0.061117053,0.14340751,86.71875,124.21875,21.052631,-8.950593,16.40625,0.26930684,0.003918783,1033.7417,0.0
3573547008,-0.12153196,-0.0017865002,86.71875,124.21875,21.052631,-10.065052,15.234375,0.2632947,0.010200711,982.0562,0.0
2566914048,-0.18258369,-0.13840646,86.71875,123.046875,21.428572,-17.578974,14.0625,0.26067898,0.022597391,942.53156,0.0
1962934272,-0.24100494,-0.03507763,87.890625,123.046875,21.428572,-158.58418,14.0625,0.25789934,0.040275194,896.02014,0.0
83886080,-0.29262376,0.21053612,87.890625,123.046875,21.428572,21.72645,14.0625,0.25589758,0.062465273,873.3819,0.0
2667577344,-0.33156836,0.34336185,112.5,121.875,21.428572,11.086941,14.0625,0.2562448,0.087908454,888.66144,0.0
3573547008,-0.35272545,0.29485852,112.5,121.875,21.428572,8.450181,14.0625,0.25816777,0.115055166,887.6991,0.0
3405774848,-0.35443878,0.15520072,112.5,119.53125,21.428572,7.4716964,14.0625,0.26044038,0.14222878,855.3578,0.0
1828716544,-0.33888394,-0.03530824,112.5,117.1875,21.428572,6.789891,14.0625,0.26263452,0.16761771,813.2132,0.0
1358954496,-0.3079683,-0.288118,112.5,116.015625,21.428572,6.3536487,14.0625,0.26478657,0.18924999,814.05853,0.0
3472883712,-0.2608349,-0.51480716,112.5,114.84375,21.052631,6.0990834,14.0625,0.26825553,0.20614089,905.8688,0.0
2231369728,-0.20052981,-0.5852878,112.5,113.671875,21.052631,5.972203,15.234375,0.27393728,0.21853918,1031.8562,0.0
4211081216,-0.13699171,-0.5648523,112.5,112.5,21.052631,5.9269958,16.40625,0.2807189,0.22533768,1139.7925,0.0
1895825408,-0.079642564,-0.64241886,112.5,112.5,21.052631,5.92543,17.578125,0.28478074,0.228081,1289.1538,0.0
3338665984,-0.033951014,-0.78287077,112.5,112.5,21.052631,5.936381,18.75,0.29374313,0.22871238,1531.1394,0.0
1694498816,-0.0013117492,-0.7097143,112.5,112.5,21.052631,5.937305,18.75,0.30198824,0.22871836,1706.4297,0.0
2197815296,0.022426903,-0.2555951,112.5,112.5,21.052631,5.9118414,18.75,0.3122522,0.22887905,1653.7726,0.0
520093696,0.04428175,0.43498182,112.5,112.5,21.052631,5.842508,18.75,0.3290341,0.229648,1665.6886,0.0
1962934272,0.06806326,1.0162219,112.5,112.5,21.052631,6.515013,18.75,0.3520928,0.2314725,2098.7576,0.0
50331648,0.092459455,1.1823493,112.5,112.5,21.052631,6.3111033,18.75,0.3758711,0.23482238,2692.795,0.0
3640655872,0.113684565,0.8839281,112.5,112.5,21.052631,6.0358872,18.75,0.3973696,0.240088,2948.8193,0.0
385875968,0.12806179,0.36686116,113.671875,113.671875,21.052631,5.7182713,18.75,0.4194062,0.24743569,2868.672,0.0
3405774848,0.13361935,-0.03285718,113.671875,113.671875,21.052631,5.398844,18.75,0.45221147,0.25659966,2725.7783,0.0
150994944,0.13119051,-0.14370036,113.671875,113.671875,21.428572,6.199586,18.75,0.48074016,0.267093,2599.8142,0.0
1493172224,0.12461841,-0.019007802,113.671875,113.671875,21.428572,5.98634,18.75,0.50535923,0.27818117,2470.0042,0.0
2130706432,0.11749042,0.17320085,113.671875,113.671875,21.428572,5.816739,18.75,0.52375174,0.28812656,2361.5032,0.0
1761607680,0.11000216,0.25822383,113.671875,113.671875,21.052631,5.690314,19.921875,0.5359629,0.2973974,2276.7676,0.0
318767104,0.100468576,0.13824862,113.671875,113.671875,21.052631,7.5860705,19.921875,0.5547504,0.30460972,2172.4856,0.0
1593835520,0.088038936,-0.124391556,113.671875,113.671875,21.052631,7.611287,19.921875,0.5563592,0.30955064,2071.5981,0.0
1493172224,0.07380167,-0.33681917,113.671875,113.671875,21.052631,7.6593494,19.921875,0.5516967,0.3128156,2024.7416,0.0
4143972352,0.059116036,-0.3576346,113.671875,113.671875,21.052631,7.721148,19.921875,0.5453412,0.31492487,1987.4558,0.0
1761607680,0.043739617,-0.242515,113.671875,113.671875,21.052631,7.785394,21.09375,0.5392227,0.31638953,1917.4896,0.0
3707764736,0.026670128,-0.16373983,113.671875,113.671875,21.052631,7.8365016,21.09375,0.53220767,0.31742188,1835.0205,0.0
989855744,0.007053733,-0.19967306,112.5,112.5,21.052631,7.853282,21.09375,0.52438474,0.31774652,1763.204,0.0
4009754624,-0.01550746,-0.26627573,112.5,112.5,21.052631,7.809707,21.09375,0.5168562,0.31690738,1710.4952,0.0
822083584,-0.039845318,-0.24174914,112.5,112.5,21.052631,7.68257,22.265625,0.5089662,0.31443244,1654.1918,0.0
285212672,-0.062488228,-0.08854556,112.5,112.5,21.052631,7.466233,22.265625,0.49983573,0.31016982,1575.4023,0.0
1493172224,-0.07951319,0.13311213,112.5,112.5,21.052631,7.180944,22.265625,0.4910559,0.30426455,1505.4917,0.0
2734686208,-0.08873823,0.30792737,112.5,112.5,21.052631,6.8653135,22.265625,0.47478917,0.29696038,1477.6268,0.0
3472883712,-0.08968654,0.33580804,112.5,112.5,21.052631,6.560175,22.265625,0.4737924,0.2888022,1460.129,0.0
2197815296,-0.08289793,0.21014439,112.5,112.5,21.052631,9.843168,22.265625,0.47418058,0.28066224,1409.203,0.0
3204448256,-0.069170475,0.025515907,112.5,112.5,21.052631,9.481439,22.265625,0.47611332,0.27347004,1339.0684,0.0
1694498816,-0.049114823,-0.10549329,112.5,112.5,21.052631,9.249938,22.265625,0.4807495,0.26812473,1277.6793,0.0
1694498816,-0.023546822,-0.14105314,112.5,112.5,21.052631,9.149569,22.265625,0.4883944,0.26543954,1223.7434,0.0
2466250752,0.0057814047,-0.12492873,112.5,112.5,21.052631,9.17197,22.265625,0.4984631,0.26616156,1170.3599,0.0
2835349504,0.03576801,-0.12878369,112.5,112.5,21.052631,9.29791,22.265625,0.5102835,0.2713621,1120.1345,0.0
1895825408,0.062819846,-0.17981672,112.5,112.5,21.052631,9.496883,22.265625,0.52279913,0.28215373,1080.2948,0.0
3070230528,0.084127605,-0.2330844,112.5,112.5,21.052631,6.1958632,22.265625,0.53444916,0.29875398,1053.4441,0.0
2030043136,0.09818038,-0.21389005,112.5,112.5,21.052631,6.283215,22.265625,0.5444244,0.3196497,1023.64636,0.0
352321536,0.10462004,-0.09257567,112.5,112.5,21.052631,4.6071577,22.265625,0.55356795,0.34177282,976.74915,0.0
1627389952,0.10386008,0.085371464,112.5,112.5,21.052631,4.5951953,22.265625,0.5630704,0.36233237,931.55585,0.0
83886080,0.09704727,0.24334586,112.5,112.5,21.052631,4.5540667,22.265625,0.572747,0.37963355,914.5866,0.0
3707764736,0.085885584,0.33738676,112.5,112.5,21.052631,3.524149,22.265625,0.58134955,0.39267918,925.7722,0.0
2634022912,0.07222313,0.37032503,112.5,112.5,20.689653,3.4683578,22.265625,0.58795565,0.4023948,948.0539,0.0
1560281088,0.057889044,0.35926288,112.5,112.5,20.689653,3.4152312,22.265625,0.59253854,0.40922248,965.18616,0.0
2231369728,0.044362187,0.30980125,112.5,112.5,20.689653,2.7730258,22.265625,0.5957994,0.412713,964.91516,0.0
3909091328,0.032467306,0.21921524,112.5,112.5,20.689653,2.7425897,22.265625,0.5985719,0.41393358,940.697,0.0
3103784960,0.022340894,0.0922316,112.5,112.5,20.689653,2.720688,22.265625,0.6009199,0.41377094,897.9155,0.0
2936012800,0.013276041,-0.05236438,112.5,112.5,20.689653,2.7074568,22.265625,0.601802,0.41295955,854.3907,0.0
1459617792,0.0040299892,-0.1890023,112.5,112.5,20.689653,2.7035174,22.265625,0.6128355,0.41246977,829.53204,0.0
150994944,-0.0060405135,-0.28853285,112.5,112.5,20.689653,2.7092307,21.09375,0.6116707,0.41357267,829.681,0.0
1996488704,-0.016602993,-0.31880695,112.5,112.5,20.689653,2.7238367,21.09375,0.60805726,0.41757408,839.01587,0.0
3741319168,-0.027085781,-0.2686237,112.5,112.5,20.689653,2.7453082,21.09375,0.6031335,0.42550004,833.1444,0.0
3909091328,-0.037269235,-0.17433782,112.5,112.5,20.689653,2.7706532,19.921875,0.59746766,0.43785733,806.684,0.0
285212672,-0.047414094,-0.09814109,112.5,112.5,20.689653,3.3720822,19.921875,0.5908327,0.4545815,771.16565,0.0
2734686208,-0.057683975,-0.0702419,112.5,112.5,20.689653,3.3822694,19.921875,0.5829908,0.47502694,735.0743,0.0
989855744,-0.06761828,-0.06232196,112.5,112.5,20.689653,3.378822,19.921875,0.58028525,0.49794167,700.2626,0.0
4278190080,-0.07630092,-0.026312053,112.5,112.5,20.689653,3.3573866,19.921875,0.5724161,0.5214399,665.5956,0.0
4043309056,-0.08307344,0.04473941,112.5,112.5,20.689653,3.3161774,19.921875,0.56386787,0.54310834,633.31665,0.0
553648128,-0.08844909,0.10230765,112.5,112.5,20.338984,3.2559104,19.921875,0.5556262,0.56275547,606.8843,0.0
2835349504,-0.09355906,0.094160765,111.328125,111.328125,20.338984,3.1788356,19.921875,0.54847276,0.58151686,580.9732,0.0
4110417920,-0.098912686,0.031400934,111.328125,111.328125,20.338984,3.088248,19.921875,0.54237676,0.5950671,552.41754,0.0
419430400,-0.10415913,-0.013246767,111.328125,111.328125,20.338984,2.9886665,19.921875,0.5370495,0.60336256,524.8844,0.0
385875968,-0.10829772,0.015855879,111.328125,111.328125,20.0,2.886081,19.921875,0.53260183,0.6116644,498.76587,0.0
218103808,-0.11042237,0.09672558,111.328125,111.328125,20.0,2.786786,19.921875,0.5291863,0.61541337,478.5055,0.0
4177526784,-0.11060871,0.15274364,111.328125,111.328125,20.0,2.6958897,19.921875,0.5266495,0.61555845,466.2455,0.0
218103808,-0.10954499,0.12803024,111.328125,111.328125,20.0,2.6164727,19.921875,0.5249534,0.61310166,451.12912,0.0
2566914048,-0.10737847,0.04373762,110.15625,110.15625,19.67213,2.2369804,19.921875,0.524192,0.6090982,429.52917,0.0
687865856,-0.10381259,-0.02435273,110.15625,110.15625,19.67213,2.1893435,19.921875,0.5241062,0.6045012,408.34927,0.0
419430400,-0.099334896,-0.03441707,110.15625,110.15625,19.67213,2.1530924,19.921875,0.52420276,0.5977401,388.52408,0.0
1929379840,-0.0954445,-0.026237898,110.15625,110.15625,19.67213,2.1275291,19.921875,0.52426916,0.58891535,369.4421,0.0
251658240,-0.09323521,-0.054820888,69.140625,110.15625,19.67213,2.1118598,19.921875,0.5243114,0.578316,352.47266,0.0
1090519040,-0.09266657,-0.101397336,69.140625,110.15625,19.67213,2.10565,19.921875,0.5242554,0.5664489,339.98975,0.0
1526726656,-0.09318292,-0.09762086,69.140625,110.15625,19.67213,2.1088698,19.921875,0.5241594,0.5539979,327.75513,0.0
2365587456,-0.09360942,-0.021319952,69.140625,110.15625,19.67213,2.1215634,19.921875,0.5242599,0.54171723,311.59464,0.0
2097152000,-0.092552364,0.078054056,69.140625,110.15625,19.67213,2.1433814,19.921875,0.5245244,0.5301835,299.06113,0.0
3070230528,-0.08954814,0.13291338,69.140625,110.15625,19.67213,2.1732533,19.921875,0.52469087,0.51966244,292.94104,0.0
2231369728,-0.0850445,0.10922598,69.140625,110.15625,19.67213,2.2096572,19.921875,0.51672626,0.5103074,284.25916,0.0
3808428032,-0.07964456,0.026551135,69.140625,110.15625,19.67213,2.2508657,18.75,0.51721853,0.50230557,270.39868,0.0
1358954496,-0.073262334,-0.054688044,69.140625,110.15625,19.67213,2.2947433,18.75,0.5176825,0.49585563,258.3741,0.0
1996488704,-0.06550449,-0.080221355,69.140625,110.15625,19.67213,2.3385835,18.75,0.5181295,0.49102128,248.67314,0.0
1660944384,-0.056761205,-0.05402728,69.140625,110.15625,19.67213,2.3796923,18.75,0.5185262,0.48766577,237.69896,0.0
1593835520,-0.047792137,-0.03143638,69.140625,110.15625,19.67213,2.1869476,18.75,0.5188882,0.48557535,226.30815,0.0
117440512,-0.039081752,-0.046925142,69.140625,110.15625,19.67213,2.2179277,18.75,0.5192319,0.48453304,216.09373,0.0
3472883712,-0.030813396,-0.073425345,69.140625,110.15625,19.67213,2.2427888,18.75,0.51951265,0.4843157,207.9847,0.0
1325400064,-0.022823572,-0.06554795,69.140625,110.15625,20.0,2.2609656,18.75,0.51973563,0.4848281,199.73372,0.0
2365587456,-0.014852285,-0.017251007,69.140625,110.15625,20.0,2.2722704,18.75,0.51996595,0.48575622,189.89583,0.0
16777216,-0.007025957,0.034412913,69.140625,110.15625,20.0,2.2772007,18.75,0.5202504,0.48631486,180.99315,0.0
1560281088,6.556511e-07,0.049268372,69.140625,108.984375,20.0,2.2772143,18.75,0.5205781,0.4863148,173.15718,0.0
3707764736,0.0058032274,0.02408129,69.140625,108.984375,20.0,2.2742035,18.75,0.5208991,0.48579434,164.78928,0.0
50331648,0.010785818,-0.0018469878,69.140625,108.984375,20.0,2.2698123,18.75,0.52118427,0.4849002,156.55153,0.0
1291845632,0.015810728,0.013159651,69.140625,108.984375,20.0,2.2653644,18.75,0.5214369,0.48380658,148.81053,0.0
3103784960,0.021297812,0.06268817,69.140625,108.984375,20.0,2.2621346,18.75,0.5216288,0.48276055,143.3349,0.0
1090519040,0.02687025,0.09289898,69.140625,108.984375,20.0,2.2616136,17.578125,0.50313926,0.48212785,140.48326,0.0
2969567232,0.031827927,0.062405176,69.140625,108.984375,20.0,2.2652042,17.578125,0.50330293,0.48231184,135.4063,0.0
1627389952,0.03536731,-0.010459095,69.140625,108.984375,20.0,2.273758,17.578125,0.5034289,0.48357686,128.69067,0.0
3774873600,0.037157834,-0.06870851,69.140625,108.984375,20.0,2.287306,17.578125,0.5034684,0.4859111,124.61657,0.0
251658240,0.037693977,-0.07044411,69.140625,108.984375,20.0,2.3054116,17.578125,0.5034077,0.48908222,120.86692,0.0
1694498816,0.037750244,-0.01954078,69.140625,108.984375,20.0,2.3275297,17.578125,0.5032843,0.49278855,115.01449,0.0
855638016,0.037923217,0.041834805,69.140625,108.984375,20.0,2.3532982,17.578125,0.5031381,0.49675608,110.13885,0.0
822083584,0.038221598,0.067738995,69.140625,108.984375,20.0,2.3822782,17.578125,0.5029799,0.50072575,106.926186,0.0
1660944384,0.038299978,0.04277928,70.3125,108.984375,20.0,2.4137292,17.578125,0.5027929,0.50444263,102.49491,0.0
2097152000,0.03794545,-0.008575119,70.3125,108.984375,20.0,2.44657,17.578125,0.50255156,0.5077016,97.40694,0.0
2499805184,0.037383735,-0.043846436,70.3125,108.984375,20.0,2.4798143,17.578125,0.50226265,0.51040155,93.49784,0.0
1728053248,0.037245035,-0.037909582,70.3125,107.8125,20.0,2.5130637,17.578125,0.5019678,0.5125576,89.54151,0.0
2063597568,0.037625372,-0.0051789945,70.3125,107.8125,20.0,2.545915,17.578125,0.501677,0.5142268,85.07785,0.0
2902458368,0.03800252,0.011994842,70.3125,107.8125,20.0,2.5775208,17.578125,0.5013848,0.5154606,80.8959,0.0
3741319168,0.038190007,-0.008998614,70.3125,107.8125,20.0,2.6069427,17.578125,0.5011314,0.5163138,76.891594,0.0
452984832,0.03854847,-0.039580982,70.3125,107.8125,20.0,2.6335323,17.578125,0.5009469,0.51682556,73.83034,0.0
620756992,0.039283007,-0.03817777,70.3125,107.8125,20.0,2.6568098,17.578125,0.5007977,0.51698387,70.86759,0.0
754974720,0.040189236,-0.008217627,70.3125,107.8125,20.0,2.6762135,17.578125,0.5006518,0.5167411,67.35798,0.0
1761607680,0.040899664,0.01023452,70.3125,107.8125,20.0,2.6911287,17.578125,0.5005289,0.516062,64.04245,0.0
3170893824,0.040756077,-0.004876364,70.3125,107.8125,20.0,2.7009656,17.578125,0.50043786,0.5149581,60.852215,0.0
3942645760,0.039520144,-0.03364798,70.3125,107.8125,20.0,2.7057247,17.578125,0.5003363,0.5134852,58.375698,0.0
687865856,0.03792557,-0.03538835,70.3125,107.8125,20.0,2.7058957,17.578125,0.5002494,0.511687,56.08308,0.0
3942645760,0.03667721,0.008218143,70.3125,107.8125,20.0,2.7021384,17.578125,0.5002296,0.5095713,53.312695,0.0
587202560,0.035626024,0.063041195,70.3125,107.8125,19.67213,2.6951466,17.578125,0.50021374,0.50717235,52.634155,0.0
3741319168,0.034074903,0.072173744,70.3125,107.8125,19.67213,2.6858206,17.578125,0.5001324,0.50486827,52.60697,0.0
1795162112,0.031639755,0.02444366,70.3125,107.8125,19.67213,2.675254,17.578125,0.5000628,0.5024541,50.275368,0.0
1761607680,0.028579712,-0.027321985,70.3125,107.8125,19.67213,2.6644692,17.578125,0.50005037,0.5000799,48.134842,0.0
3103784960,0.025736243,-0.026036274,70.3125,107.8125,19.67213,2.6541245,17.578125,0.5000029,0.4978035,46.067047,0.0
956301312,0.023923248,0.026822897,70.3125,107.8125,19.67213,2.644356,17.578125,0.49986678,0.49556527,44.12343,0.0
4278190080,0.023144424,0.07404369,70.3125,107.8125,19.67213,2.6350832,17.578125,0.49972636,0.493276,44.658493,0.0
3271557120,0.022719145,0.06155613,70.3125,107.8125,19.67213,2.6265414,17.578125,0.4996203,0.4909096,44.320145,0.0
3137339392,0.02179347,-0.007832151,70.3125,107.8125,19.67213,2.6192138,17.578125,0.4994278,0.4885494,42.13481,0.0
2130706432,0.020005703,-0.07827277,70.3125,107.8125,19.67213,2.6134841,17.578125,0.49909604,0.48634034,43.09138,0.0
419430400,0.01771991,-0.0937588,70.3125,107.8125,19.67213,2.6094584,17.578125,0.49875814,0.48438036,45.332172,0.0
3875536896,0.015828758,-0.045172,70.3125,107.8125,19.67213,2.6069121,17.578125,0.49849713,0.4826464,44.085815,0.0
3909091328,0.015216976,0.028183334,70.3125,107.8125,19.67213,2.605547,17.578125,0.49820018,0.48101243,42.278675,0.0
3640655872,0.015934333,0.072245926,70.3125,107.8125,19.67213,2.6053374,17.578125,0.49775392,0.47935826,42.77448,0.0
1291845632,0.017088398,0.054397274,70.3125,107.8125,19.67213,2.6063707,17.578125,0.49723235,0.47766078,42.115284,0.0
1258291200,0.017651677,-0.013971612,70.3125,107.8125,19.67213,2.6087363,17.578125,0.49674043,0.47597602,40.107117,0.0
4211081216,0.01746267,-0.079321384,70.3125,107.8125,19.67213,2.6122499,17.578125,0.49622104,0.4743479,41.247704,0.0
3170893824,0.017052658,-0.08546441,70.3125,107.8125,19.67213,2.6167774,17.578125,0.49554968,0.47276768,42.837402,0.0
1996488704,0.016948469,-0.027592529,70.3125,107.8125,19.67213,2.6221776,17.578125,0.494786,0.47118837,41.076206,0.0
3741319168,0.017290577,0.040634356,70.3125,107.8125,19.67213,2.628471,17.578125,0.49407616,0.4695698,39.84797,0.0
587202560,0.017691292,0.06142447,69.140625,107.8125,19.67213,2.6354914,17.578125,0.49341744,0.46793243,39.742054,0.0
1593835520,0.01785475,0.028456138,69.140625,107.8125,19.67213,2.6430209,17.578125,0.49274585,0.46633357,38.15983,0.0
2533359616,0.017853126,-0.013385248,69.140625,107.8125,19.67213,2.650744,17.578125,0.49211794,0.46481526,36.34142,0.0
