Audio Name,Segment,Time Frame,Predicted Inference,Ground Truth Inference,Class Confidence
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,50,50-55 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '69.33%', np.str_('Female'): '0.75%', np.str_('Male'): '6.57%', np.str_('Music'): '22.95%', np.str_('No_sound'): '0.40%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,55,55-60 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '67.84%', np.str_('Female'): '0.82%', np.str_('Male'): '10.43%', np.str_('Music'): '20.43%', np.str_('No_sound'): '0.47%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,60,60-65 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '96.42%', np.str_('Female'): '0.09%', np.str_('Male'): '0.05%', np.str_('Music'): '3.40%', np.str_('No_sound'): '0.04%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,65,65-70 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '87.20%', np.str_('Female'): '0.25%', np.str_('Male'): '0.44%', np.str_('Music'): '11.96%', np.str_('No_sound'): '0.14%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,70,70-75 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '66.24%', np.str_('Female'): '0.86%', np.str_('Male'): '11.13%', np.str_('Music'): '21.28%', np.str_('No_sound'): '0.49%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,75,75-80 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '55.48%', np.str_('Female'): '1.03%', np.str_('Male'): '20.63%', np.str_('Music'): '22.25%', np.str_('No_sound'): '0.61%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,80,80-85 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '75.39%', np.str_('Female'): '0.67%', np.str_('Male'): '5.94%', np.str_('Music'): '17.60%', np.str_('No_sound'): '0.40%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,85,85-90 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '77.76%', np.str_('Female'): '0.45%', np.str_('Male'): '2.09%', np.str_('Music'): '19.46%', np.str_('No_sound'): '0.24%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,90,90-95 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '83.13%', np.str_('Female'): '0.37%', np.str_('Male'): '1.19%', np.str_('Music'): '15.10%', np.str_('No_sound'): '0.21%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,95,95-100 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '70.75%', np.str_('Female'): '0.47%', np.str_('Male'): '2.47%', np.str_('Music'): '26.08%', np.str_('No_sound'): '0.23%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,100,100-105 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '81.62%', np.str_('Female'): '0.39%', np.str_('Male'): '1.35%', np.str_('Music'): '16.44%', np.str_('No_sound'): '0.21%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,105,105-110 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '75.76%', np.str_('Female'): '0.48%', np.str_('Male'): '2.57%', np.str_('Music'): '20.93%', np.str_('No_sound'): '0.25%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,110,110-115 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '63.20%', np.str_('Female'): '0.59%', np.str_('Male'): '4.32%', np.str_('Music'): '31.62%', np.str_('No_sound'): '0.27%'}"
1720176358-971203_pr_2693_cc_m_19_wg_04277_0000-1014_10_0000000.wav,115,115-120 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '68.34%', np.str_('Female'): '0.44%', np.str_('Male'): '2.03%', np.str_('Music'): '29.00%', np.str_('No_sound'): '0.20%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,0,0-5 sec,Male,"Male,Music","{np.str_('Engine_rev'): '23.94%', np.str_('Female'): '1.05%', np.str_('Male'): '42.91%', np.str_('Music'): '31.71%', np.str_('No_sound'): '0.39%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,5,5-10 sec,Male,Music,"{np.str_('Engine_rev'): '17.62%', np.str_('Female'): '1.09%', np.str_('Male'): '54.51%', np.str_('Music'): '26.41%', np.str_('No_sound'): '0.37%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,10,10-15 sec,Male,"Male,Music","{np.str_('Engine_rev'): '32.56%', np.str_('Female'): '1.07%', np.str_('Male'): '39.70%', np.str_('Music'): '26.18%', np.str_('No_sound'): '0.49%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,15,15-20 sec,Male,"Male,Music","{np.str_('Engine_rev'): '2.27%', np.str_('Female'): '0.46%', np.str_('Male'): '93.45%', np.str_('Music'): '3.67%', np.str_('No_sound'): '0.14%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,20,20-25 sec,Male,"Male,Music","{np.str_('Engine_rev'): '10.05%', np.str_('Female'): '0.70%', np.str_('Male'): '79.75%', np.str_('Music'): '9.17%', np.str_('No_sound'): '0.34%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,25,25-30 sec,Male,"Male,Music","{np.str_('Engine_rev'): '8.88%', np.str_('Female'): '0.74%', np.str_('Male'): '79.22%', np.str_('Music'): '10.87%', np.str_('No_sound'): '0.29%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,30,30-35 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '61.47%', np.str_('Female'): '0.63%', np.str_('Male'): '5.74%', np.str_('Music'): '31.87%', np.str_('No_sound'): '0.28%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,35,35-40 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '53.59%', np.str_('Female'): '0.67%', np.str_('Male'): '6.22%', np.str_('Music'): '39.25%', np.str_('No_sound'): '0.27%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,40,40-45 sec,Male,Music,"{np.str_('Engine_rev'): '8.30%', np.str_('Female'): '0.80%', np.str_('Male'): '79.20%', np.str_('Music'): '11.41%', np.str_('No_sound'): '0.29%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,45,45-50 sec,Male,Music,"{np.str_('Engine_rev'): '3.09%', np.str_('Female'): '0.60%', np.str_('Male'): '88.22%', np.str_('Music'): '7.93%', np.str_('No_sound'): '0.16%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,50,50-55 sec,Male,Music,"{np.str_('Engine_rev'): '2.25%', np.str_('Female'): '0.54%', np.str_('Male'): '89.44%', np.str_('Music'): '7.63%', np.str_('No_sound'): '0.14%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,55,55-60 sec,Male,"Male,Music","{np.str_('Engine_rev'): '6.87%', np.str_('Female'): '0.75%', np.str_('Male'): '82.72%', np.str_('Music'): '9.39%', np.str_('No_sound'): '0.27%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,60,60-65 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '88.15%', np.str_('Female'): '0.27%', np.str_('Male'): '0.63%', np.str_('Music'): '10.79%', np.str_('No_sound'): '0.17%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,65,65-70 sec,Engine_rev,No_sound,"{np.str_('Engine_rev'): '89.45%', np.str_('Female'): '0.23%', np.str_('Male'): '0.35%', np.str_('Music'): '9.84%', np.str_('No_sound'): '0.13%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,70,70-75 sec,Male,Music,"{np.str_('Engine_rev'): '18.94%', np.str_('Female'): '0.97%', np.str_('Male'): '60.28%', np.str_('Music'): '19.39%', np.str_('No_sound'): '0.42%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,75,75-80 sec,Male,Music,"{np.str_('Engine_rev'): '1.12%', np.str_('Female'): '0.29%', np.str_('Male'): '96.70%', np.str_('Music'): '1.79%', np.str_('No_sound'): '0.09%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,80,80-85 sec,Male,Music,"{np.str_('Engine_rev'): '32.62%', np.str_('Female'): '1.08%', np.str_('Male'): '34.57%', np.str_('Music'): '31.29%', np.str_('No_sound'): '0.43%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,85,85-90 sec,Male,"Male,Music","{np.str_('Engine_rev'): '8.25%', np.str_('Female'): '0.89%', np.str_('Male'): '78.70%', np.str_('Music'): '11.86%', np.str_('No_sound'): '0.31%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,90,90-95 sec,Male,"Male,Music","{np.str_('Engine_rev'): '20.15%', np.str_('Female'): '1.10%', np.str_('Male'): '57.03%', np.str_('Music'): '21.29%', np.str_('No_sound'): '0.43%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,95,95-100 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '62.47%', np.str_('Female'): '0.51%', np.str_('Male'): '2.93%', np.str_('Music'): '33.88%', np.str_('No_sound'): '0.21%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,100,100-105 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '94.24%', np.str_('Female'): '0.15%', np.str_('Male'): '0.11%', np.str_('Music'): '5.42%', np.str_('No_sound'): '0.08%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,105,105-110 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '42.59%', np.str_('Female'): '0.99%', np.str_('Male'): '32.96%', np.str_('Music'): '22.92%', np.str_('No_sound'): '0.54%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,110,110-115 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '44.30%', np.str_('Female'): '1.03%', np.str_('Male'): '26.31%', np.str_('Music'): '27.84%', np.str_('No_sound'): '0.52%'}"
1720175994-6340282_pr_2693_cc_m_19_wg_02737_0000-1014_08_0000000.wav,115,115-120 sec,Male,Music,"{np.str_('Engine_rev'): '34.37%', np.str_('Female'): '1.08%', np.str_('Male'): '43.63%', np.str_('Music'): '20.34%', np.str_('No_sound'): '0.58%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,0,0-5 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '83.78%', np.str_('Female'): '0.29%', np.str_('Male'): '0.68%', np.str_('Music'): '15.10%', np.str_('No_sound'): '0.15%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,5,5-10 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '73.79%', np.str_('Female'): '0.42%', np.str_('Male'): '1.50%', np.str_('Music'): '24.08%', np.str_('No_sound'): '0.20%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,10,10-15 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '66.62%', np.str_('Female'): '0.45%', np.str_('Male'): '2.04%', np.str_('Music'): '30.70%', np.str_('No_sound'): '0.20%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,15,15-20 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '66.30%', np.str_('Female'): '0.59%', np.str_('Male'): '3.02%', np.str_('Music'): '29.84%', np.str_('No_sound'): '0.25%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,20,20-25 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '77.89%', np.str_('Female'): '0.33%', np.str_('Male'): '0.82%', np.str_('Music'): '20.79%', np.str_('No_sound'): '0.16%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,25,25-30 sec,Music,Male,"{np.str_('Engine_rev'): '39.29%', np.str_('Female'): '1.18%', np.str_('Male'): '19.08%', np.str_('Music'): '40.02%', np.str_('No_sound'): '0.44%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,30,30-35 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '68.90%', np.str_('Female'): '0.49%', np.str_('Male'): '2.72%', np.str_('Music'): '27.65%', np.str_('No_sound'): '0.23%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,35,35-40 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '79.07%', np.str_('Female'): '0.28%', np.str_('Male'): '0.50%', np.str_('Music'): '20.03%', np.str_('No_sound'): '0.12%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,40,40-45 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '89.16%', np.str_('Female'): '0.21%', np.str_('Male'): '0.25%', np.str_('Music'): '10.28%', np.str_('No_sound'): '0.10%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,45,45-50 sec,Engine_rev,No_sound,"{np.str_('Engine_rev'): '88.61%', np.str_('Female'): '0.19%', np.str_('Male'): '0.21%', np.str_('Music'): '10.90%', np.str_('No_sound'): '0.09%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,50,50-55 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '86.63%', np.str_('Female'): '0.21%', np.str_('Male'): '0.29%', np.str_('Music'): '12.77%', np.str_('No_sound'): '0.10%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,55,55-60 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '90.27%', np.str_('Female'): '0.18%', np.str_('Male'): '0.15%', np.str_('Music'): '9.32%', np.str_('No_sound'): '0.08%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,60,60-65 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '90.86%', np.str_('Female'): '0.16%', np.str_('Male'): '0.13%', np.str_('Music'): '8.78%', np.str_('No_sound'): '0.07%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,65,65-70 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '81.41%', np.str_('Female'): '0.25%', np.str_('Male'): '0.34%', np.str_('Music'): '17.90%', np.str_('No_sound'): '0.10%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,70,70-75 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '88.55%', np.str_('Female'): '0.21%', np.str_('Male'): '0.23%', np.str_('Music'): '10.90%', np.str_('No_sound'): '0.10%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,75,75-80 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '76.21%', np.str_('Female'): '0.32%', np.str_('Male'): '0.90%', np.str_('Music'): '22.43%', np.str_('No_sound'): '0.15%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,80,80-85 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '81.66%', np.str_('Female'): '0.27%', np.str_('Male'): '0.55%', np.str_('Music'): '17.40%', np.str_('No_sound'): '0.12%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,85,85-90 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '84.03%', np.str_('Female'): '0.22%', np.str_('Male'): '0.33%', np.str_('Music'): '15.33%', np.str_('No_sound'): '0.09%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,90,90-95 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '88.82%', np.str_('Female'): '0.21%', np.str_('Male'): '0.27%', np.str_('Music'): '10.60%', np.str_('No_sound'): '0.10%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,95,95-100 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '75.94%', np.str_('Female'): '0.33%', np.str_('Male'): '0.93%', np.str_('Music'): '22.64%', np.str_('No_sound'): '0.16%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,100,100-105 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '81.70%', np.str_('Female'): '0.28%', np.str_('Male'): '0.55%', np.str_('Music'): '17.35%', np.str_('No_sound'): '0.13%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,105,105-110 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '81.51%', np.str_('Female'): '0.25%', np.str_('Male'): '0.42%', np.str_('Music'): '17.71%', np.str_('No_sound'): '0.11%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,110,110-115 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '84.01%', np.str_('Female'): '0.23%', np.str_('Male'): '0.37%', np.str_('Music'): '15.28%', np.str_('No_sound'): '0.10%'}"
1720175814-5875037_pr_2693_cc_m_19_wg_00867_0000-1014_07_0000000.wav,115,115-120 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '94.02%', np.str_('Female'): '0.14%', np.str_('Male'): '0.09%', np.str_('Music'): '5.67%', np.str_('No_sound'): '0.07%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,0,0-5 sec,Male,"Male,Music","{np.str_('Engine_rev'): '36.64%', np.str_('Female'): '0.96%', np.str_('Male'): '51.73%', np.str_('Music'): '9.93%', np.str_('No_sound'): '0.74%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,5,5-10 sec,Male,"Male,Music","{np.str_('Engine_rev'): '17.26%', np.str_('Female'): '0.77%', np.str_('Male'): '73.17%', np.str_('Music'): '8.27%', np.str_('No_sound'): '0.53%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,10,10-15 sec,Male,"Male,Music","{np.str_('Engine_rev'): '20.06%', np.str_('Female'): '0.85%', np.str_('Male'): '70.16%', np.str_('Music'): '8.32%', np.str_('No_sound'): '0.61%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,15,15-20 sec,Male,"Male,Music","{np.str_('Engine_rev'): '2.38%', np.str_('Female'): '0.29%', np.str_('Male'): '95.75%', np.str_('Music'): '1.39%', np.str_('No_sound'): '0.19%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,20,20-25 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.53%', np.str_('Female'): '0.15%', np.str_('Male'): '98.77%', np.str_('Music'): '0.48%', np.str_('No_sound'): '0.07%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,25,25-30 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.67%', np.str_('Female'): '0.17%', np.str_('Male'): '98.47%', np.str_('Music'): '0.60%', np.str_('No_sound'): '0.08%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,30,30-35 sec,Male,"Male,Music","{np.str_('Engine_rev'): '1.37%', np.str_('Female'): '0.26%', np.str_('Male'): '97.09%', np.str_('Music'): '1.16%', np.str_('No_sound'): '0.13%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,35,35-40 sec,Engine_rev,No_sound,"{np.str_('Engine_rev'): '71.79%', np.str_('Female'): '0.54%', np.str_('Male'): '2.69%', np.str_('Music'): '24.71%', np.str_('No_sound'): '0.26%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,40,40-45 sec,Engine_rev,No_sound,"{np.str_('Engine_rev'): '86.69%', np.str_('Female'): '0.25%', np.str_('Male'): '0.36%', np.str_('Music'): '12.57%', np.str_('No_sound'): '0.12%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,45,45-50 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '82.32%', np.str_('Female'): '0.33%', np.str_('Male'): '1.05%', np.str_('Music'): '16.14%', np.str_('No_sound'): '0.17%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,50,50-55 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '77.33%', np.str_('Female'): '0.61%', np.str_('Male'): '4.74%', np.str_('Music'): '16.97%', np.str_('No_sound'): '0.35%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,55,55-60 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '88.09%', np.str_('Female'): '0.22%', np.str_('Male'): '0.35%', np.str_('Music'): '11.22%', np.str_('No_sound'): '0.12%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,60,60-65 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '95.76%', np.str_('Female'): '0.11%', np.str_('Male'): '0.04%', np.str_('Music'): '4.04%', np.str_('No_sound'): '0.04%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,65,65-70 sec,Engine_rev,No_sound,"{np.str_('Engine_rev'): '87.56%', np.str_('Female'): '0.25%', np.str_('Male'): '0.47%', np.str_('Music'): '11.57%', np.str_('No_sound'): '0.14%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,70,70-75 sec,Engine_rev,No_sound,"{np.str_('Engine_rev'): '78.34%', np.str_('Female'): '0.41%', np.str_('Male'): '1.31%', np.str_('Music'): '19.73%', np.str_('No_sound'): '0.21%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,75,75-80 sec,Male,"Male,Music","{np.str_('Engine_rev'): '20.79%', np.str_('Female'): '1.10%', np.str_('Male'): '48.45%', np.str_('Music'): '29.25%', np.str_('No_sound'): '0.40%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,80,80-85 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '59.73%', np.str_('Female'): '0.91%', np.str_('Male'): '13.71%', np.str_('Music'): '25.14%', np.str_('No_sound'): '0.51%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,85,85-90 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '65.94%', np.str_('Female'): '0.81%', np.str_('Male'): '9.91%', np.str_('Music'): '22.88%', np.str_('No_sound'): '0.46%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,90,90-95 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '81.55%', np.str_('Female'): '0.27%', np.str_('Male'): '0.43%', np.str_('Music'): '17.63%', np.str_('No_sound'): '0.12%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,95,95-100 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '81.40%', np.str_('Female'): '0.56%', np.str_('Male'): '3.95%', np.str_('Music'): '13.72%', np.str_('No_sound'): '0.37%'}"
1720174739-0685935_pr_2693_cc_m_19_wg_00000_0000-1113_02_0000000.wav,100,100-105 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '82.98%', np.str_('Female'): '0.38%', np.str_('Male'): '1.92%', np.str_('Music'): '14.48%', np.str_('No_sound'): '0.24%'}"
