slice_file_name,fsID,start,end,salience,fold,classID,class,comment
male 3_lab_off_close_3_132553_segment_39.wav,698329,380.0,390.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_40.wav,115524,390.0,400.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_41.wav,668825,400.0,410.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_42.wav,766709,410.0,420.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_43.wav,964921,420.0,430.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_44.wav,494080,430.0,440.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_45.wav,982935,440.0,450.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_46.wav,577438,450.0,460.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_47.wav,766978,460.0,470.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_48.wav,526957,470.0,480.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_49.wav,701741,480.0,490.0,0,2024-07-19,1,Male,none
male 3_lab_off_close_3_132553_segment_50.wav,947240,490.0,500.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_1.wav,471115,0.0,10.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_2.wav,231534,10.0,20.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_3.wav,714922,20.0,30.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_4.wav,937176,30.0,40.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_5.wav,251976,40.0,50.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_6.wav,134249,50.0,60.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_7.wav,705871,60.0,70.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_8.wav,357598,70.0,80.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_9.wav,602592,80.0,90.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_10.wav,255172,90.0,100.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_11.wav,963105,100.0,110.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_12.wav,599465,110.0,120.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_13.wav,325951,120.0,130.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_14.wav,154337,130.0,140.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_15.wav,365163,140.0,150.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_16.wav,174038,150.0,160.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_17.wav,965958,160.0,170.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_18.wav,407731,170.0,180.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_19.wav,405988,180.0,190.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_20.wav,417570,190.0,200.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_21.wav,733669,200.0,210.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_22.wav,929718,210.0,220.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_23.wav,447868,220.0,230.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_24.wav,326393,230.0,240.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_25.wav,404279,240.0,250.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_26.wav,311049,250.0,260.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_27.wav,496974,260.0,270.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_28.wav,352373,270.0,280.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_29.wav,493905,280.0,290.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_30.wav,498808,290.0,300.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_31.wav,816978,300.0,310.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_32.wav,997412,310.0,320.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_33.wav,322157,320.0,330.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_34.wav,767452,330.0,340.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_35.wav,182906,340.0,350.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_36.wav,467009,350.0,360.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_37.wav,268754,360.0,370.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_38.wav,292170,370.0,380.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_39.wav,112171,380.0,390.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_40.wav,112793,390.0,400.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_41.wav,444364,400.0,410.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_42.wav,607845,410.0,420.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_43.wav,249567,420.0,430.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_44.wav,667843,430.0,440.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_45.wav,281428,440.0,450.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_46.wav,832414,450.0,460.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_47.wav,963732,460.0,470.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_48.wav,732525,470.0,480.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_49.wav,459373,480.0,490.0,0,2024-07-19,1,Male,none
male 4_lab_on_open_3_134635_segment_50.wav,455116,490.0,500.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_1.wav,827377,0.0,10.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_2.wav,529261,10.0,20.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_3.wav,504180,20.0,30.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_4.wav,865674,30.0,40.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_5.wav,230664,40.0,50.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_6.wav,632224,50.0,60.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_7.wav,206505,60.0,70.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_8.wav,102937,70.0,80.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_9.wav,622595,80.0,90.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_10.wav,302046,90.0,100.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_11.wav,367410,100.0,110.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_12.wav,930778,110.0,120.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_13.wav,660134,120.0,130.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_14.wav,832813,130.0,140.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_15.wav,718529,140.0,150.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_16.wav,458284,150.0,160.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_17.wav,883269,160.0,170.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_18.wav,286863,170.0,180.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_19.wav,489749,180.0,190.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_20.wav,689198,190.0,200.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_21.wav,407993,200.0,210.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_22.wav,780247,210.0,220.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_23.wav,247017,220.0,230.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_24.wav,608847,230.0,240.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_25.wav,676886,240.0,250.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_26.wav,926198,250.0,260.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_27.wav,302556,260.0,270.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_28.wav,185764,270.0,280.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_29.wav,436142,280.0,290.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_30.wav,792509,290.0,300.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_31.wav,816700,300.0,310.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_32.wav,316544,310.0,320.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_33.wav,585987,320.0,330.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_34.wav,214642,330.0,340.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_35.wav,244123,340.0,350.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_36.wav,175898,350.0,360.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_37.wav,475490,360.0,370.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_38.wav,401812,370.0,380.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_39.wav,104941,380.0,390.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_40.wav,706140,390.0,400.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_41.wav,753975,400.0,410.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_42.wav,243878,410.0,420.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_43.wav,545252,420.0,430.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_44.wav,647644,430.0,440.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_45.wav,864696,440.0,450.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_46.wav,371221,450.0,460.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_47.wav,858148,460.0,470.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_48.wav,344805,470.0,480.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_49.wav,362101,480.0,490.0,0,2024-07-19,1,Male,none
male 5_lab_off_close_2_140820_segment_50.wav,633721,490.0,500.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_1.wav,233321,0.0,10.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_2.wav,787418,10.0,20.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_3.wav,442730,20.0,30.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_4.wav,984958,30.0,40.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_5.wav,889915,40.0,50.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_6.wav,208906,50.0,60.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_7.wav,640712,60.0,70.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_8.wav,756962,70.0,80.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_9.wav,875374,80.0,90.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_10.wav,644116,90.0,100.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_11.wav,671042,100.0,110.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_12.wav,865671,110.0,120.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_13.wav,510857,120.0,130.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_14.wav,218069,130.0,140.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_15.wav,867009,140.0,150.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_16.wav,944704,150.0,160.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_17.wav,429016,160.0,170.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_18.wav,663890,170.0,180.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_19.wav,691467,180.0,190.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_20.wav,323118,190.0,200.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_21.wav,119799,200.0,210.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_22.wav,500192,210.0,220.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_23.wav,489563,220.0,230.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_24.wav,226341,230.0,240.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_25.wav,626857,240.0,250.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_26.wav,576241,250.0,260.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_27.wav,858343,260.0,270.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_28.wav,351293,270.0,280.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_29.wav,759095,280.0,290.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_30.wav,671923,290.0,300.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_31.wav,440560,300.0,310.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_32.wav,555173,310.0,320.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_33.wav,531341,320.0,330.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_34.wav,448781,330.0,340.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_35.wav,908888,340.0,350.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_36.wav,432061,350.0,360.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_37.wav,240290,360.0,370.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_38.wav,859390,370.0,380.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_39.wav,898372,380.0,390.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_40.wav,263837,390.0,400.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_41.wav,686392,400.0,410.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_42.wav,360845,410.0,420.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_43.wav,694840,420.0,430.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_44.wav,519131,430.0,440.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_45.wav,900530,440.0,450.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_46.wav,763002,450.0,460.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_47.wav,812113,460.0,470.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_48.wav,721437,470.0,480.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_49.wav,120940,480.0,490.0,0,2024-07-19,1,Male,none
male 6_lab_on_close_2_145146_segment_50.wav,973687,490.0,500.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_1.wav,306526,0.0,10.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_2.wav,107253,10.0,20.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_3.wav,929350,20.0,30.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_4.wav,464866,30.0,40.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_5.wav,983058,40.0,50.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_6.wav,784835,50.0,60.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_7.wav,322518,60.0,70.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_8.wav,395466,70.0,80.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_9.wav,448634,80.0,90.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_10.wav,872791,90.0,100.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_11.wav,810455,100.0,110.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_12.wav,643661,110.0,120.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_13.wav,618142,120.0,130.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_14.wav,655597,130.0,140.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_15.wav,318018,140.0,150.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_16.wav,999312,150.0,160.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_17.wav,970107,160.0,170.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_18.wav,705409,170.0,180.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_19.wav,546097,180.0,190.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_20.wav,692091,190.0,200.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_21.wav,759720,200.0,210.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_22.wav,649032,210.0,220.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_23.wav,844499,220.0,230.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_24.wav,786225,230.0,240.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_25.wav,600385,240.0,250.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_26.wav,855603,250.0,260.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_27.wav,304211,260.0,270.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_28.wav,953999,270.0,280.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_29.wav,674875,280.0,290.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_30.wav,378345,290.0,300.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_31.wav,943697,300.0,310.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_32.wav,431373,310.0,320.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_33.wav,955656,320.0,330.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_34.wav,920226,330.0,340.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_35.wav,615859,340.0,350.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_36.wav,336339,350.0,360.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_37.wav,324656,360.0,370.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_38.wav,440260,370.0,380.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_39.wav,302947,380.0,390.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_40.wav,996049,390.0,400.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_41.wav,538294,400.0,410.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_42.wav,519126,410.0,420.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_43.wav,216480,420.0,430.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_44.wav,138086,430.0,440.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_45.wav,532363,440.0,450.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_46.wav,759700,450.0,460.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_47.wav,346113,460.0,470.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_48.wav,237473,470.0,480.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_49.wav,526415,480.0,490.0,0,2024-07-19,1,Male,none
male 7_lab_off_close_2_150221_segment_50.wav,639046,490.0,500.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_1.wav,772048,0.0,10.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_2.wav,807677,10.0,20.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_3.wav,794595,20.0,30.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_4.wav,768174,30.0,40.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_5.wav,141865,40.0,50.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_6.wav,317345,50.0,60.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_7.wav,875300,60.0,70.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_8.wav,286840,70.0,80.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_9.wav,523163,80.0,90.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_10.wav,114915,90.0,100.0,0,2024-07-19,1,Male,none
male 8_lab_off_close_2_152324_segment_11.wav,522612,100.0,110.0,0,2024-07-19,1,Male,none
