slice_file_name,fsID,start,end,salience,fold,classID,class
102857-5-0-12.wav,102857.0,6.0,10.0,1,2,3,engine idling
102857-5-0-13.wav,102857.0,6.5,10.5,1,2,3,engine idling
102857-5-0-14.wav,102857.0,7.0,11.0,1,2,3,engine idling
102857-5-0-15.wav,102857.0,7.5,11.5,1,2,3,engine idling
102857-5-0-16.wav,102857.0,8.0,12.0,1,2,3,engine idling
102857-5-0-17.wav,102857.0,8.5,12.5,1,2,3,engine idling
102857-5-0-18.wav,102857.0,9.0,13.0,1,2,3,engine idling
102857-5-0-19.wav,102857.0,9.5,13.5,1,2,3,engine idling
102857-5-0-2.wav,102857.0,1.0,5.0,1,2,3,engine idling
102857-5-0-20.wav,102857.0,10.0,14.0,1,2,3,engine idling
102857-5-0-21.wav,102857.0,10.5,14.5,1,2,3,engine idling
102857-5-0-22.wav,102857.0,11.0,15.0,1,2,3,engine idling
102857-5-0-23.wav,102857.0,11.5,15.5,1,2,3,engine idling
102857-5-0-24.wav,102857.0,12.0,16.0,1,2,3,engine idling
102857-5-0-25.wav,102857.0,12.5,16.5,1,2,3,engine idling
102857-5-0-26.wav,102857.0,13.0,17.0,1,2,3,engine idling
102857-5-0-27.wav,102857.0,13.5,17.5,1,2,3,engine idling
102857-5-0-28.wav,102857.0,14.0,18.0,1,2,3,engine idling
102857-5-0-29.wav,102857.0,14.5,18.5,1,2,3,engine idling
102857-5-0-3.wav,102857.0,1.5,5.5,1,2,3,engine idling
102857-5-0-30.wav,102857.0,15.0,19.0,1,2,3,engine idling
102857-5-0-4.wav,102857.0,2.0,6.0,1,2,3,engine idling
102857-5-0-5.wav,102857.0,2.5,6.5,1,2,3,engine idling
102857-5-0-6.wav,102857.0,3.0,7.0,1,2,3,engine idling
102857-5-0-7.wav,102857.0,3.5,7.5,1,2,3,engine idling
102857-5-0-8.wav,102857.0,4.0,8.0,1,2,3,engine idling
102857-5-0-9.wav,102857.0,4.5,8.5,1,2,3,engine idling
102858-5-0-0.wav,102858.0,0.0,4.0,1,2,3,engine idling
102858-5-0-1.wav,102858.0,0.5,4.5,1,2,3,engine idling
103249-5-0-0.wav,103249.0,0.0,4.0,1,2,3,engine idling
103249-5-0-1.wav,103249.0,0.5,4.5,1,2,3,engine idling
103249-5-0-10.wav,103249.0,5.0,9.0,1,2,3,engine idling
103249-5-0-11.wav,103249.0,5.5,9.5,1,2,3,engine idling
103249-5-0-12.wav,103249.0,6.0,10.0,1,2,3,engine idling
103249-5-0-13.wav,103249.0,6.5,10.5,1,2,3,engine idling
103249-5-0-14.wav,103249.0,7.0,11.0,1,2,3,engine idling
103249-5-0-15.wav,103249.0,7.5,11.5,1,2,3,engine idling
103249-5-0-16.wav,103249.0,8.0,12.0,1,2,3,engine idling
103249-5-0-17.wav,103249.0,8.5,12.5,1,2,3,engine idling
103249-5-0-18.wav,103249.0,9.0,13.0,1,2,3,engine idling
103249-5-0-19.wav,103249.0,9.5,13.5,1,2,3,engine idling
103249-5-0-2.wav,103249.0,1.0,5.0,1,2,3,engine idling
103249-5-0-3.wav,103249.0,1.5,5.5,1,2,3,engine idling
103249-5-0-4.wav,103249.0,2.0,6.0,1,2,3,engine idling
103249-5-0-5.wav,103249.0,2.5,6.5,1,2,3,engine idling
103249-5-0-6.wav,103249.0,3.0,7.0,1,2,3,engine idling
103249-5-0-7.wav,103249.0,3.5,7.5,1,2,3,engine idling
103249-5-0-8.wav,103249.0,4.0,8.0,1,2,3,engine idling
103249-5-0-9.wav,103249.0,4.5,8.5,1,2,3,engine idling
103258-5-0-0.wav,103258.0,0.0,4.0,1,2,3,engine idling
103258-5-0-1.wav,103258.0,0.5,4.5,1,2,3,engine idling
103258-5-0-10.wav,103258.0,5.0,9.0,1,2,3,engine idling
103258-5-0-11.wav,103258.0,5.5,9.5,1,2,3,engine idling
103258-5-0-12.wav,103258.0,6.0,10.0,1,2,3,engine idling
103258-5-0-13.wav,103258.0,6.5,10.5,1,2,3,engine idling
103258-5-0-14.wav,103258.0,7.0,11.0,1,2,3,engine idling
103258-5-0-15.wav,103258.0,7.5,11.5,1,2,3,engine idling
103258-5-0-16.wav,103258.0,8.0,12.0,1,2,3,engine idling
103258-5-0-17.wav,103258.0,8.5,12.5,1,2,3,engine idling
103258-5-0-18.wav,103258.0,9.0,13.0,1,2,3,engine idling
103258-5-0-19.wav,103258.0,9.5,13.5,1,2,3,engine idling
103258-5-0-2.wav,103258.0,1.0,5.0,1,2,3,engine idling
103258-5-0-3.wav,103258.0,1.5,5.5,1,2,3,engine idling
103258-5-0-4.wav,103258.0,2.0,6.0,1,2,3,engine idling
103258-5-0-5.wav,103258.0,2.5,6.5,1,2,3,engine idling
103258-5-0-6.wav,103258.0,3.0,7.0,1,2,3,engine idling
103258-5-0-7.wav,103258.0,3.5,7.5,1,2,3,engine idling
103258-5-0-8.wav,103258.0,4.0,8.0,1,2,3,engine idling
103258-5-0-9.wav,103258.0,4.5,8.5,1,2,3,engine idling
103438-5-0-0.wav,103438.0,0.0,4.0,2,2,3,engine idling
103438-5-0-1.wav,103438.0,0.5,4.5,2,2,3,engine idling
103438-5-0-2.wav,103438.0,1.0,5.0,2,2,3,engine idling
106014-5-0-0.wav,106014.0,4.400954,8.400953999999999,1,2,3,engine idling
106014-5-0-1.wav,106014.0,4.900954,8.900953999999999,1,2,3,engine idling
106014-5-0-2.wav,106014.0,5.400954,9.400954,1,2,3,engine idling
106014-5-0-3.wav,106014.0,5.900954,9.900954,1,2,3,engine idling
106014-5-0-4.wav,106014.0,6.400954,10.400954,1,2,3,engine idling
106015-5-0-0.wav,106015.0,3.484984,7.484984,1,2,3,engine idling
106015-5-0-1.wav,106015.0,3.984984,7.984984,1,2,3,engine idling
106015-5-0-10.wav,106015.0,8.484984,12.484984,1,2,3,engine idling
106015-5-0-11.wav,106015.0,8.984984,12.984984,1,2,3,engine idling
106015-5-0-12.wav,106015.0,9.484984,13.484984,1,2,3,engine idling
106015-5-0-13.wav,106015.0,9.984984,13.984984,1,2,3,engine idling
106015-5-0-14.wav,106015.0,10.484984,14.484984,1,2,3,engine idling
106015-5-0-15.wav,106015.0,10.984984,14.984984,1,2,3,engine idling
106015-5-0-16.wav,106015.0,11.484984,15.484984,1,2,3,engine idling
106015-5-0-17.wav,106015.0,11.984984,15.984984,1,2,3,engine idling
106015-5-0-18.wav,106015.0,12.484984,16.484984,1,2,3,engine idling
106015-5-0-19.wav,106015.0,12.984984,16.984984,1,2,3,engine idling
106015-5-0-2.wav,106015.0,4.484984,8.484984,1,2,3,engine idling
106015-5-0-20.wav,106015.0,13.484984,17.484984,1,2,3,engine idling
106015-5-0-3.wav,106015.0,4.984984,8.984984,1,2,3,engine idling
106015-5-0-4.wav,106015.0,5.484984,9.484984,1,2,3,engine idling
106015-5-0-5.wav,106015.0,5.984984,9.984984,1,2,3,engine idling
106015-5-0-6.wav,106015.0,6.484984,10.484984,1,2,3,engine idling
106015-5-0-7.wav,106015.0,6.984984,10.984984,1,2,3,engine idling
106015-5-0-8.wav,106015.0,7.484984,11.484984,1,2,3,engine idling
106015-5-0-9.wav,106015.0,7.984984,11.984984,1,2,3,engine idling
106486-5-0-0.wav,106486.0,0.0,4.0,1,2,3,engine idling
106486-5-0-1.wav,106486.0,0.5,4.5,1,2,3,engine idling
106486-5-0-2.wav,106486.0,1.0,5.0,1,2,3,engine idling
106487-5-0-0.wav,106487.0,0.0,4.0,1,2,3,engine idling
106487-5-0-1.wav,106487.0,0.5,4.5,1,2,3,engine idling
106487-5-0-2.wav,106487.0,1.0,5.0,1,2,3,engine idling
106905-5-0-0.wav,106905.0,55.008446,59.008446,2,2,3,engine idling
106905-5-0-1.wav,106905.0,55.508446,59.508446,2,2,3,engine idling
106905-5-0-2.wav,106905.0,56.008446,60.008446,2,2,3,engine idling
107090-1-0-0.wav,107090.0,25.500254,26.099176,2,0,1,car horn
107090-1-1-0.wav,107090.0,29.715744,30.54502,2,0,1,car horn
107228-5-0-0.wav,107228.0,3.134753,7.134753,1,2,3,engine idling
107228-5-0-1.wav,107228.0,3.634753,7.634753,1,2,3,engine idling
107228-5-0-2.wav,107228.0,4.134753,8.134753,1,2,3,engine idling
107228-5-0-3.wav,107228.0,4.634753,8.634753,1,2,3,engine idling
107228-5-0-4.wav,107228.0,5.134753,9.134753,1,2,3,engine idling
107228-5-0-5.wav,107228.0,5.634753,9.634753,1,2,3,engine idling
107228-5-0-6.wav,107228.0,6.134753,10.134753,1,2,3,engine idling
107228-5-0-7.wav,107228.0,6.634753,10.634753,1,2,3,engine idling
111386-5-0-0.wav,111386.0,2.784895,6.784895000000001,1,2,3,engine idling
111386-5-0-1.wav,111386.0,3.284895,7.284895000000001,1,2,3,engine idling
111386-5-0-2.wav,111386.0,3.784895,7.784895000000001,1,2,3,engine idling
111386-5-0-3.wav,111386.0,4.284895000000001,8.284895,1,2,3,engine idling
111386-5-0-4.wav,111386.0,4.784895000000001,8.784895,1,2,3,engine idling
111386-5-0-5.wav,111386.0,5.284895000000001,9.284895,1,2,3,engine idling
111386-5-0-6.wav,111386.0,5.784895000000001,9.784895,1,2,3,engine idling
111386-5-0-7.wav,111386.0,6.284895000000001,10.284895,1,2,3,engine idling
111386-5-1-0.wav,111386.0,28.890258,32.890258,1,2,3,engine idling
111386-5-1-1.wav,111386.0,29.390258,33.390258,1,2,3,engine idling
111386-5-1-10.wav,111386.0,33.890258,37.890258,1,2,3,engine idling
111386-5-1-11.wav,111386.0,34.390258,38.390258,1,2,3,engine idling
111386-5-1-12.wav,111386.0,34.890258,38.890258,1,2,3,engine idling
111386-5-1-13.wav,111386.0,35.390258,39.390258,1,2,3,engine idling
111386-5-1-14.wav,111386.0,35.890258,39.890258,1,2,3,engine idling
111386-5-1-2.wav,111386.0,29.890258,33.890258,1,2,3,engine idling
111386-5-1-3.wav,111386.0,30.390258,34.390258,1,2,3,engine idling
111386-5-1-4.wav,111386.0,30.890258,34.890258,1,2,3,engine idling
111386-5-1-5.wav,111386.0,31.390258,35.390258,1,2,3,engine idling
111386-5-1-6.wav,111386.0,31.890258,35.890258,1,2,3,engine idling
111386-5-1-7.wav,111386.0,32.390258,36.390258,1,2,3,engine idling
111386-5-1-8.wav,111386.0,32.890258,36.890258,1,2,3,engine idling
111386-5-1-9.wav,111386.0,33.390258,37.390258,1,2,3,engine idling
112075-5-0-0.wav,112075.0,8.037355,12.037355,2,2,3,engine idling
112075-5-0-1.wav,112075.0,8.537355,12.537355,2,2,3,engine idling
112075-5-0-2.wav,112075.0,9.037355,13.037355,2,2,3,engine idling
113201-5-0-0.wav,113201.0,0.0,4.0,1,2,3,engine idling
113201-5-0-1.wav,113201.0,0.5,4.5,1,2,3,engine idling
113201-5-0-2.wav,113201.0,1.0,5.0,1,2,3,engine idling
113201-5-0-3.wav,113201.0,1.5,5.5,1,2,3,engine idling
113201-5-0-4.wav,113201.0,2.0,6.0,1,2,3,engine idling
113201-5-0-5.wav,113201.0,2.5,6.5,1,2,3,engine idling
113201-5-0-6.wav,113201.0,3.0,7.0,1,2,3,engine idling
113201-5-0-7.wav,113201.0,3.5,7.5,1,2,3,engine idling
113202-5-0-0.wav,113202.0,0.0,4.0,1,2,3,engine idling
113202-5-0-1.wav,113202.0,0.5,4.5,1,2,3,engine idling
113202-5-0-10.wav,113202.0,5.0,9.0,1,2,3,engine idling
113202-5-0-11.wav,113202.0,5.5,9.5,1,2,3,engine idling
113202-5-0-12.wav,113202.0,6.0,10.0,1,2,3,engine idling
113202-5-0-13.wav,113202.0,6.5,10.5,1,2,3,engine idling
113202-5-0-14.wav,113202.0,7.0,11.0,1,2,3,engine idling
113202-5-0-15.wav,113202.0,7.5,11.5,1,2,3,engine idling
113202-5-0-16.wav,113202.0,8.0,12.0,1,2,3,engine idling
113202-5-0-17.wav,113202.0,8.5,12.5,1,2,3,engine idling
113202-5-0-18.wav,113202.0,9.0,13.0,1,2,3,engine idling
113202-5-0-19.wav,113202.0,9.5,13.5,1,2,3,engine idling
113202-5-0-2.wav,113202.0,1.0,5.0,1,2,3,engine idling
113202-5-0-20.wav,113202.0,10.0,14.0,1,2,3,engine idling
113202-5-0-21.wav,113202.0,10.5,14.5,1,2,3,engine idling
113202-5-0-22.wav,113202.0,11.0,15.0,1,2,3,engine idling
113202-5-0-23.wav,113202.0,11.5,15.5,1,2,3,engine idling
113202-5-0-24.wav,113202.0,12.0,16.0,1,2,3,engine idling
113202-5-0-25.wav,113202.0,12.5,16.5,1,2,3,engine idling
113202-5-0-26.wav,113202.0,13.0,17.0,1,2,3,engine idling
113202-5-0-27.wav,113202.0,13.5,17.5,1,2,3,engine idling
113202-5-0-28.wav,113202.0,14.0,18.0,1,2,3,engine idling
113202-5-0-3.wav,113202.0,1.5,5.5,1,2,3,engine idling
113202-5-0-4.wav,113202.0,2.0,6.0,1,2,3,engine idling
113202-5-0-5.wav,113202.0,2.5,6.5,1,2,3,engine idling
113202-5-0-6.wav,113202.0,3.0,7.0,1,2,3,engine idling
113202-5-0-7.wav,113202.0,3.5,7.5,1,2,3,engine idling
113202-5-0-8.wav,113202.0,4.0,8.0,1,2,3,engine idling
113202-5-0-9.wav,113202.0,4.5,8.5,1,2,3,engine idling
113203-5-0-0.wav,113203.0,43.494706,47.494706,1,2,3,engine idling
113203-5-0-1.wav,113203.0,43.994706,47.994706,1,2,3,engine idling
113203-5-0-2.wav,113203.0,44.494706,48.494706,1,2,3,engine idling
113203-5-0-3.wav,113203.0,44.994706,48.994706,1,2,3,engine idling
113203-5-0-4.wav,113203.0,45.494706,49.494706,1,2,3,engine idling
113203-5-0-5.wav,113203.0,45.994706,49.994706,1,2,3,engine idling
113203-5-0-6.wav,113203.0,46.494706,50.494706,1,2,3,engine idling
113203-5-0-7.wav,113203.0,46.994706,50.994706,1,2,3,engine idling
113203-5-0-8.wav,113203.0,47.494706,51.494706,1,2,3,engine idling
113203-5-1-0.wav,113203.0,79.235882,83.235882,1,2,3,engine idling
113203-5-1-1.wav,113203.0,79.735882,83.735882,1,2,3,engine idling
113203-5-1-2.wav,113203.0,80.235882,84.235882,1,2,3,engine idling
113203-5-2-0.wav,113203.0,94.771765,97.308235,1,2,3,engine idling
113203-5-3-0.wav,113203.0,100.507647,104.507647,1,2,3,engine idling
113203-5-3-1.wav,113203.0,101.007647,105.007647,1,2,3,engine idling
113203-5-4-0.wav,113203.0,115.899412,119.899412,1,2,3,engine idling
113203-5-5-0.wav,113203.0,125.094118,128.351176,1,2,3,engine idling
113203-5-6-0.wav,113203.0,132.934118,136.934118,1,2,3,engine idling
113203-5-7-0.wav,113203.0,141.581176,142.618824,1,2,3,engine idling
113203-5-8-0.wav,113203.0,145.875882,146.827059,1,2,3,engine idling
113205-5-0-0.wav,113205.0,2.12,5.36,1,2,3,engine idling
113205-5-1-0.wav,113205.0,27.04,31.04,1,2,3,engine idling
113205-5-1-1.wav,113205.0,27.54,31.54,1,2,3,engine idling
113205-5-1-2.wav,113205.0,28.04,32.04,1,2,3,engine idling
113205-5-1-3.wav,113205.0,28.54,32.54,1,2,3,engine idling
113205-5-1-4.wav,113205.0,29.04,33.04,1,2,3,engine idling
113205-5-1-5.wav,113205.0,29.54,33.54,1,2,3,engine idling
113205-5-1-6.wav,113205.0,30.04,34.04,1,2,3,engine idling
113205-5-1-7.wav,113205.0,30.54,34.54,1,2,3,engine idling
113205-5-1-8.wav,113205.0,31.04,35.04,1,2,3,engine idling
113205-5-1-9.wav,113205.0,31.54,35.54,1,2,3,engine idling
113216-5-0-0.wav,113216.0,2.693333,6.693333,1,2,3,engine idling
113216-5-0-1.wav,113216.0,3.193333,7.193333,1,2,3,engine idling
113216-5-0-2.wav,113216.0,3.693333,7.693333,1,2,3,engine idling
113216-5-0-3.wav,113216.0,4.193333,8.193332999999999,1,2,3,engine idling
113216-5-0-4.wav,113216.0,4.693333,8.693332999999999,1,2,3,engine idling
117536-1-0-0.wav,117536.0,31.064967,31.640588,2,0,1,car horn
118070-1-0-0.wav,118070.0,0.392887,0.617964,1,0,1,car horn
118496-1-0-0.wav,118496.0,1.394779,1.649762,2,0,1,car horn
118496-1-1-0.wav,118496.0,1.963587,2.155369,2,0,1,car horn
118558-5-0-0.wav,118558.0,19.743613,23.743613,1,2,3,engine idling
118558-5-0-1.wav,118558.0,20.243613,24.243613,1,2,3,engine idling
118558-5-0-2.wav,118558.0,20.743613,24.743613,1,2,3,engine idling
118558-5-1-0.wav,118558.0,31.128617,35.128617,1,2,3,engine idling
118558-5-1-1.wav,118558.0,31.628617,35.628617,1,2,3,engine idling
118558-5-1-2.wav,118558.0,32.128617,36.128617,1,2,3,engine idling
118558-5-2-0.wav,118558.0,47.413495,51.413495,1,2,3,engine idling
118558-5-2-1.wav,118558.0,47.913495,51.913495,1,2,3,engine idling
118558-5-2-2.wav,118558.0,48.413495,52.413495,1,2,3,engine idling
118558-5-2-3.wav,118558.0,48.913495,52.913495,1,2,3,engine idling
119067-0-0-0.wav,119067.0,0.0,4.0,1,1,2,air conditioner
119067-0-0-1.wav,119067.0,0.5,4.5,1,1,2,air conditioner
119067-0-0-2.wav,119067.0,1.0,5.0,1,1,2,air conditioner
119449-5-0-0.wav,119449.0,1.381958,5.381958,1,2,3,engine idling
119449-5-0-1.wav,119449.0,1.881958,5.881958,1,2,3,engine idling
119449-5-0-2.wav,119449.0,2.381958,6.381958,1,2,3,engine idling
119449-5-0-3.wav,119449.0,2.881958,6.881958,1,2,3,engine idling
119449-5-0-4.wav,119449.0,3.381958,7.381958,1,2,3,engine idling
119449-5-0-5.wav,119449.0,3.881958,7.881958,1,2,3,engine idling
119449-5-0-6.wav,119449.0,4.381958,8.381958000000001,1,2,3,engine idling
119455-5-0-0.wav,119455.0,0.446601,4.446601,1,2,3,engine idling
119455-5-0-1.wav,119455.0,0.946601,4.946601,1,2,3,engine idling
119455-5-0-2.wav,119455.0,1.446601,5.446601,1,2,3,engine idling
119455-5-0-3.wav,119455.0,1.946601,5.946601,1,2,3,engine idling
119455-5-0-4.wav,119455.0,2.446601,6.446601,1,2,3,engine idling
119455-5-0-5.wav,119455.0,2.946601,6.946601,1,2,3,engine idling
119455-5-0-6.wav,119455.0,3.446601,7.446601,1,2,3,engine idling
119455-5-0-7.wav,119455.0,3.946601,7.946601,1,2,3,engine idling
121285-0-0-0.wav,121285.0,0.0,4.0,1,1,2,air conditioner
121285-0-0-1.wav,121285.0,0.5,4.5,1,1,2,air conditioner
121285-0-0-2.wav,121285.0,1.0,5.0,1,1,2,air conditioner
121285-0-0-3.wav,121285.0,1.5,5.5,1,1,2,air conditioner
121285-0-0-4.wav,121285.0,2.0,6.0,1,1,2,air conditioner
121285-0-0-5.wav,121285.0,2.5,6.5,1,1,2,air conditioner
121285-0-0-6.wav,121285.0,3.0,7.0,1,1,2,air conditioner
121285-0-0-7.wav,121285.0,3.5,7.5,1,1,2,air conditioner
121285-0-0-8.wav,121285.0,4.0,8.0,1,1,2,air conditioner
121285-0-0-9.wav,121285.0,4.5,8.5,1,1,2,air conditioner
121286-0-0-0.wav,121286.0,0.0,4.0,1,1,2,air conditioner
121286-0-0-1.wav,121286.0,0.5,4.5,1,1,2,air conditioner
121286-0-0-10.wav,121286.0,5.0,9.0,1,1,2,air conditioner
121286-0-0-11.wav,121286.0,5.5,9.5,1,1,2,air conditioner
121286-0-0-12.wav,121286.0,6.0,10.0,1,1,2,air conditioner
121286-0-0-13.wav,121286.0,6.5,10.5,1,1,2,air conditioner
121286-0-0-14.wav,121286.0,7.0,11.0,1,1,2,air conditioner
121286-0-0-15.wav,121286.0,7.5,11.5,1,1,2,air conditioner
121286-0-0-2.wav,121286.0,1.0,5.0,1,1,2,air conditioner
121286-0-0-3.wav,121286.0,1.5,5.5,1,1,2,air conditioner
121286-0-0-4.wav,121286.0,2.0,6.0,1,1,2,air conditioner
121286-0-0-5.wav,121286.0,2.5,6.5,1,1,2,air conditioner
121286-0-0-6.wav,121286.0,3.0,7.0,1,1,2,air conditioner
121286-0-0-7.wav,121286.0,3.5,7.5,1,1,2,air conditioner
121286-0-0-8.wav,121286.0,4.0,8.0,1,1,2,air conditioner
121286-0-0-9.wav,121286.0,4.5,8.5,1,1,2,air conditioner
121299-1-0-0.wav,121299.0,49.966977,50.59947,2,0,1,car horn
123685-5-0-0.wav,123685.0,3.845506,7.845506,1,2,3,engine idling
123685-5-0-1.wav,123685.0,4.345506,8.345506,1,2,3,engine idling
123685-5-0-2.wav,123685.0,4.845506,8.845506,1,2,3,engine idling
123685-5-0-3.wav,123685.0,5.345506,9.345506,1,2,3,engine idling
123685-5-0-4.wav,123685.0,5.845506,9.845506,1,2,3,engine idling
123685-5-0-5.wav,123685.0,6.345506,10.345506,1,2,3,engine idling
123685-5-0-6.wav,123685.0,6.845506,10.845506,1,2,3,engine idling
123685-5-0-7.wav,123685.0,7.345506,11.345506,1,2,3,engine idling
123685-5-0-8.wav,123685.0,7.845506,11.845506,1,2,3,engine idling
125520-1-0-0.wav,125520.0,0.175344,1.03822,1,0,1,car horn
125520-1-1-0.wav,125520.0,1.87341,4.051365,1,0,1,car horn
125520-1-2-0.wav,125520.0,4.572783,5.440273,1,0,1,car horn
125520-1-3-0.wav,125520.0,5.841718,6.709209,1,0,1,car horn
125520-1-4-0.wav,125520.0,7.318298,7.885858,1,0,1,car horn
127872-0-0-0.wav,127872.0,0.0,2.498417,1,1,2,air conditioner
127873-0-0-0.wav,127873.0,0.0,2.04075,1,1,2,air conditioner
12812-5-0-0.wav,12812.0,0.0,4.0,1,2,3,engine idling
12812-5-0-1.wav,12812.0,0.5,4.5,1,2,3,engine idling
12812-5-0-2.wav,12812.0,1.0,5.0,1,2,3,engine idling
128160-5-0-0.wav,128160.0,0.0,4.0,1,2,3,engine idling
128160-5-0-1.wav,128160.0,0.5,4.5,1,2,3,engine idling
128160-5-0-10.wav,128160.0,5.0,9.0,1,2,3,engine idling
128160-5-0-11.wav,128160.0,5.5,9.5,1,2,3,engine idling
128160-5-0-12.wav,128160.0,6.0,10.0,1,2,3,engine idling
128160-5-0-13.wav,128160.0,6.5,10.5,1,2,3,engine idling
128160-5-0-14.wav,128160.0,7.0,11.0,1,2,3,engine idling
128160-5-0-15.wav,128160.0,7.5,11.5,1,2,3,engine idling
128160-5-0-2.wav,128160.0,1.0,5.0,1,2,3,engine idling
128160-5-0-3.wav,128160.0,1.5,5.5,1,2,3,engine idling
128160-5-0-4.wav,128160.0,2.0,6.0,1,2,3,engine idling
128160-5-0-5.wav,128160.0,2.5,6.5,1,2,3,engine idling
128160-5-0-6.wav,128160.0,3.0,7.0,1,2,3,engine idling
128160-5-0-7.wav,128160.0,3.5,7.5,1,2,3,engine idling
128160-5-0-8.wav,128160.0,4.0,8.0,1,2,3,engine idling
